,,,,Cycle time,,,,,,,Cost,,,,,,,,Survey,,,,,Calculated,,,,,,,,,,
7141.42919.8771,6,1,1,38,31,13,49,18,43,192, $0.48 , $0.10 , $0.18 , $0.65 , $0.10 , $0.05 , $1.56 , $4.75 ,6,16,21,14,57,,,,,,,,,,,
7141.42919.8826,5,1,1,45,36,7,67,14,39,208, $0.52 , $0.10 , $0.14 , $0.63 , $0.06 , $0.05 , $1.50 , $4.75 ,8,18,12,16,54,,,,,,,,,,,
7141.42919.8847,7,1,2,37,27,17,94,15,34,224, $1.12 , $0.10 , $0.14 , $0.36 , $0.09 , $0.05 , $1.86 , $4.75 ,8,21,14,37,80,,,,,,,,,,,
7141.42919.8868,6,1,1,48,36,17,43,19,30,193, $0.48 , $0.10 , $0.24 , $0.82 , $0.03 , $0.05 , $1.72 , $4.75 ,9,22,22,34,87,,,,,,,,,,,
7141.42919.8889,2,1,1,41,37,11,56,20,42,207, $0.52 , $0.20 , $0.17 , $0.32 , $0.18 , $0.05 , $1.44 , $3.75 ,4,20,24,39,87,,,,,,,,,,,
7141.42919.8917,3,2,2,24,52,17,94,16,28,231, $1.16 , $0.15 , $0.34 , $0.83 , $0.13 , $0.08 , $2.69 , $6.75 ,7,12,28,8,55,,,,,,,,,,,
7141.42919.8944,6,2,2,34,50,23,44,13,25,189, $0.95 , $0.15 , $0.43 , $1.01 , $0.16 , $0.08 , $2.78 , $7.75 ,7,18,24,37,86,,,,,,,,,,,
7141.42920.4451,7,1,1,29,26,13,46,13,47,174, $0.44 , $0.10 , $0.10 , $0.43 , $0.07 , $0.05 , $1.19 , $4.75 ,6,4,18,33,61,,,,,,,,,,,
7141.42920.4556,5,1,2,34,37,8,74,14,36,203, $1.02 , $0.10 , $0.17 , $0.50 , $0.08 , $0.05 , $1.92 , $4.75 ,5,18,14,18,55,,,,,,,,,,,
7141.42920.4563,1,1,2,37,34,14,44,14,41,184, $0.92 , $0.10 , $0.19 , $0.32 , $(0.03), $0.05 , $1.55 , $3.75 ,4,16,20,30,70,,,,,,,,,,,
7141.42920.4757,3,2,1,41,66,18,37,20,45,227, $0.57 , $0.15 , $0.60 , $0.87 , $0.23 , $0.08 , $2.50 , $6.75 ,6,2,29,36,73,,,,,,,,,,,
7141.42920.4847,4,1,1,102,37,20,53,18,61,291, $0.73 , $0.10 , $0.12 , $0.41 , $0.06 , $0.05 , $1.47 , $3.75 ,4,-12,19,32,43,,,,,,,,,,,
7141.42920.4944,2,1,2,25,47,10,57,8,23,170, $0.85 , $0.10 , $0.33 , $0.39 , $0.08 , $0.05 , $1.80 , $3.75 ,9,5,24,25,63,,,,,,,,,,,
7141.42920.4986,6,1,1,28,27,14,30,21,46,166, $0.42 , $0.10 , $0.28 , $0.86 , $0.09 , $0.05 , $1.80 , $4.75 ,5,6,18,28,57,,,,,,,,,,,
7141.42920.5285,1,1,3,18,22,14,29,12,29,124, $0.93 , $0.10 , $0.19 , $0.34 , $0.18 , $0.05 , $1.79 , $3.75 ,9,8,10,22,49,,,,,,,,,,,
7141.42920.5340,1,1,2,59,29,10,41,14,-15,138, $0.69 , $0.10 , $0.24 , $0.36 , $0.14 , $0.05 , $1.58 , $3.75 ,3,19,12,21,55,,,,,,,,,,,
7141.42920.5493,5,2,2,28,13,11,50,17,48,167, $0.84 , $0.30 , $0.29 , $1.25 , $0.12 , $0.08 , $2.88 , $7.75 ,6,-7,3,18,20,,,,,,,,,,,
7141.42920.5583,5,1,2,32,29,5,57,14,2,139, $0.70 , $0.20 , $0.18 , $0.69 , $0.10 , $0.05 , $1.92 , $4.75 ,7,18,14,10,49,,,,,,,,,,,
7141.42920.5590,6,1,2,32,35,16,43,14,42,182, $0.91 , $0.10 , $0.17 , $0.63 , $0.11 , $0.05 , $1.97 , $4.75 ,7,-2,28,33,66,,,,,,,,,,,
7141.42920.5882,1,1,1,58,46,10,66,17,43,240, $0.60 , $0.10 , $0.14 , $0.34 , $0.06 , $0.05 , $1.29 , $3.75 ,5,22,5,28,60,,,,,,,,,,,
7141.42920.6021,6,1,1,52,43,14,41,22,43,215, $0.54 , $0.10 , $0.18 , $0.55 , $0.07 , $0.05 , $1.49 , $4.75 ,7,18,28,23,76,,,,,,,,,,,
7141.42920.6056,3,1,1,44,42,12,59,26,45,228, $0.57 , $0.10 , $0.13 , $0.50 , $(0.03), $0.10 , $1.37 , $4.25 ,8,17,23,34,82,,,,,,,,,,,
7141.42920.6125,5,1,2,30,23,5,42,13,26,139, $0.70 , $0.10 , $0.14 , $0.49 , $0.12 , $0.05 , $1.60 , $4.75 ,5,3,20,33,61,,,,,,,,,,,
7141.42920.6160,1,1,1,37,37,9,57,20,40,200, $0.50 , $0.10 , $0.11 , $0.32 , $0.11 , $0.05 , $1.19 , $3.75 ,3,2,26,23,54,,,,,,,,,,,
7141.42920.6194,6,1,1,36,44,10,54,21,56,221, $0.55 , $0.10 , $0.20 , $0.57 , $0.10 , $0.05 , $1.57 , $4.75 ,3,8,23,8,42,,,,,,,,,,,
7141.42920.6444,1,1,1,37,34,10,47,16,37,181, $0.45 , $0.10 , $0.12 , $0.32 , $0.06 , $0.05 , $1.10 , $3.75 ,7,22,21,23,73,,,,,,,,,,,
7141.42920.6528,3,1,1,42,37,13,29,14,22,157, $0.39 , $0.10 , $0.20 , $0.35 , $0.11 , $0.05 , $1.20 , $4.25 ,9,17,17,28,71,,,,,,,,,,,
7141.42920.6576,6,1,1,46,31,18,35,18,46,194, $0.49 , $0.10 , $0.21 , $0.52 , $0.25 , $0.05 , $1.62 , $4.75 ,7,20,12,32,71,,,,,,,,,,,
7141.42920.6583,6,1,1,18,45,15,41,16,22,157, $0.39 , $0.10 , $0.29 , $0.60 , $0.07 , $0.05 , $1.50 , $4.75 ,5,8,15,23,51,,,,,,,,,,,
7141.42920.6639,4,1,1,105,38,14,47,21,44,269, $0.67 , $0.10 , $0.10 , $0.38 , $0.06 , $0.05 , $1.36 , $3.75 ,7,11,21,36,75,,,,,,,,,,,
7141.42920.6646,3,1,1,49,31,10,33,22,62,207, $0.52 , $0.10 , $0.15 , $0.37 , $0.14 , $0.05 , $1.33 , $4.25 ,6,17,15,29,67,,,,,,,,,,,
7141.42920.6660,1,1,1,57,42,12,70,21,59,261, $0.65 , $0.10 , $0.16 , $0.32 , $0.06 , $0.05 , $1.34 , $3.75 ,8,12,18,30,68,,,,,,,,,,,
7141.42920.6694,2,1,2,93,45,10,61,10,127,346, $1.73 , $0.10 , $0.38 , $0.69 , $0.18 , $0.05 , $3.13 , $3.75 ,9,12,31,32,84,,,,,,,,,,,
7141.42920.6722,7,1,2,78,33,21,27,10,125,294, $1.47 , $0.10 , $0.26 , $0.92 , $0.13 , $0.05 , $2.93 , $4.75 ,7,-12,18,36,49,,,,,,,,,,,
7141.42920.6743,5,1,2,76,23,9,53,14,121,296, $1.48 , $0.20 , $0.24 , $1.05 , $0.17 , $0.05 , $3.19 , $4.75 ,5,-16,26,8,23,,,,,,,,,,,
7141.42920.6847,1,2,1,97,38,16,77,23,170,421, $1.05 , $0.15 , $0.60 , $1.21 , $0.23 , $0.08 , $3.32 , $5.50 ,7,-17,12,34,36,,,,,,,,,,,
7141.42920.6868,1,1,2,78,30,5,68,17,125,323, $1.62 , $0.20 , $0.27 , $0.59 , $0.12 , $0.05 , $2.85 , $3.75 ,4,-20,20,20,24,,,,,,,,,,,
7141.42920.6910,5,1,1,77,21,7,71,17,195,388, $0.97 , $0.10 , $0.31 , $1.08 , $0.11 , $0.05 , $2.62 , $4.75 ,4,-8,31,41,68,,,,,,,,,,,
7141.42920.7076,7,1,3,64,15,13,43,13,128,276, $2.07 , $0.10 , $0.16 , $0.89 , $0.14 , $0.05 , $3.41 , $4.75 ,6,-23,7,12,2,,,,,,,,,,,
7141.42920.7090,2,1,1,85,49,12,14,22,201,383, $0.96 , $0.10 , $0.30 , $0.73 , $0.07 , $0.05 , $2.21 , $3.75 ,3,4,33,40,80,,,,,,,,,,,
7141.42920.7132,6,1,2,92,32,14,34,17,121,310, $1.55 , $0.10 , $0.37 , $1.17 , $0.05 , $0.05 , $3.29 , $4.75 ,6,-23,28,39,50,,,,,,,,,,,
7141.42920.7153,6,2,2,79,27,28,33,13,118,298, $1.49 , $0.15 , $0.74 , $2.60 , $0.25 , $0.08 , $5.31 , $7.75 ,4,-24,13,27,20,,,,,,,,,,,
7141.42920.7153,1,2,2,97,37,18,55,13,124,344, $1.72 , $0.15 , $0.60 , $1.19 , $0.27 , $0.08 , $4.01 , $5.50 ,8,-11,14,19,30,,,,,,,,,,,
7141.42920.7201,3,2,2,111,45,16,31,15,121,339, $1.70 , $0.15 , $0.86 , $1.66 , $0.25 , $0.08 , $4.70 , $6.75 ,7,-25,17,29,28,,,,,,,,,,,
7141.42920.7250,5,1,1,80,24,7,54,24,179,368, $0.92 , $0.10 , $0.28 , $1.04 , $0.20 , $0.05 , $2.59 , $4.75 ,8,-4,26,33,63,,,,,,,,,,,
7141.42920.7271,7,2,3,60,22,26,44,14,125,291, $2.18 , $0.15 , $0.42 , $1.93 , $0.23 , $0.08 , $4.99 , $6.75 ,7,-25,25,32,39,,,,,,,,,,,
7141.42920.7271,1,1,2,88,29,11,35,10,118,291, $1.46 , $0.10 , $0.31 , $0.59 , $0.08 , $0.05 , $2.59 , $3.75 ,7,-19,33,35,56,,,,,,,,,,,
7141.42920.7326,6,2,1,79,37,24,51,28,194,413, $1.03 , $0.15 , $0.72 , $2.32 , $0.21 , $0.08 , $4.51 , $7.75 ,6,-29,41,39,57,,,,,,,,,,,
7141.42920.7340,5,2,2,83,21,12,66,15,139,336, $1.68 , $0.15 , $0.60 , $2.07 , $0.24 , $0.08 , $4.82 , $7.75 ,9,5,31,20,65,,,,,,,,,,,
7141.42920.7347,1,1,2,73,23,10,46,13,132,297, $1.49 , $0.10 , $0.32 , $0.64 , $0.07 , $0.10 , $2.72 , $3.75 ,7,2,33,23,65,,,,,,,,,,,
7141.42920.7417,3,2,2,88,51,14,53,13,128,347, $1.74 , $0.15 , $0.70 , $1.58 , $0.21 , $0.08 , $4.46 , $6.75 ,4,-6,33,32,63,,,,,,,,,,,
7141.42920.7417,7,2,2,93,25,27,56,18,135,354, $1.77 , $0.15 , $0.50 , $1.82 , $0.17 , $0.08 , $4.49 , $6.75 ,8,-14,18,24,36,,,,,,,,,,,
7141.42920.7424,1,1,1,82,49,10,63,17,192,413, $1.03 , $0.10 , $0.35 , $0.60 , $0.23 , $0.05 , $2.36 , $3.75 ,8,-38,21,26,17,,,,,,,,,,,
7141.42920.7438,6,1,2,93,24,19,37,13,124,310, $1.55 , $0.10 , $0.38 , $1.15 , $0.09 , $0.05 , $3.32 , $4.75 ,7,-17,25,21,36,,,,,,,,,,,
7141.42920.7451,5,1,1,68,26,6,53,27,194,374, $0.94 , $0.10 , $0.31 , $1.08 , $0.20 , $0.05 , $2.68 , $4.75 ,6,-23,20,7,10,,,,,,,,,,,
7141.42920.7472,7,1,2,72,24,14,50,12,130,302, $1.51 , $0.10 , $0.19 , $0.83 , $-   , $0.05 , $2.68 , $4.75 ,6,-3,22,17,42,,,,,,,,,,,
7141.42920.7479,5,1,3,53,22,8,26,13,112,234, $1.76 , $0.10 , $0.21 , $1.03 , $0.09 , $0.05 , $3.24 , $4.75 ,4,-9,31,40,66,,,,,,,,,,,
7141.42920.7521,5,1,1,69,30,7,53,20,198,377, $0.94 , $0.10 , $0.41 , $0.85 , $0.03 , $0.05 , $2.38 , $4.75 ,8,-2,29,43,78,,,,,,,,,,,
7141.42920.7563,5,1,2,87,31,7,67,12,128,332, $1.66 , $0.10 , $0.30 , $1.19 , $0.12 , $0.05 , $3.42 , $4.75 ,7,8,6,12,33,,,,,,,,,,,
7141.42920.7583,2,2,2,111,39,14,76,16,120,376, $1.88 , $0.15 , $0.57 , $1.29 , $0.27 , $0.16 , $4.32 , $5.50 ,5,-6,37,37,73,,,,,,,,,,,
7141.42920.7611,6,1,2,62,44,14,51,15,118,304, $1.52 , $0.10 , $0.37 , $1.35 , $(0.06), $0.05 , $3.33 , $4.75 ,9,-10,26,29,54,,,,,,,,,,,
7141.42920.7639,3,1,3,57,28,11,48,14,115,273, $2.05 , $0.10 , $0.29 , $0.69 , $0.08 , $0.05 , $3.26 , $4.25 ,8,-19,11,39,39,,,,,,,,,,,
7141.42920.7646,7,1,1,80,20,23,69,19,170,381, $0.95 , $0.10 , $0.20 , $0.97 , $0.03 , $0.05 , $2.30 , $4.75 ,8,-23,20,18,23,,,,,,,,,,,
7141.42920.7653,5,2,3,64,26,13,58,16,118,295, $2.21 , $0.15 , $0.63 , $2.04 , $0.20 , $0.08 , $5.31 , $7.75 ,8,-24,23,14,21,,,,,,,,,,,
7141.42920.7660,3,1,2,95,43,11,53,12,114,328, $1.64 , $0.10 , $0.30 , $0.87 , $0.10 , $0.05 , $3.06 , $4.25 ,7,-12,4,36,35,,,,,,,,,,,
7141.42920.7722,1,1,1,84,30,9,55,16,185,379, $0.95 , $0.10 , $0.30 , $0.60 , $0.07 , $0.05 , $2.07 , $3.75 ,6,-37,22,9,0,,,,,,,,,,,
7141.42920.7729,4,1,2,116,56,23,45,14,130,384, $1.92 , $0.10 , $0.29 , $0.62 , $0.16 , $0.05 , $3.14 , $3.75 ,3,-11,25,17,34,,,,,,,,,,,
7141.42920.7736,7,1,3,58,14,17,77,16,121,303, $2.27 , $0.10 , $0.29 , $0.69 , $0.18 , $0.10 , $3.63 , $4.75 ,8,-27,26,29,36,,,,,,,,,,,
7141.42920.7743,3,1,2,75,53,12,96,13,125,374, $1.87 , $0.10 , $0.40 , $0.80 , $0.02 , $0.05 , $3.24 , $4.25 ,9,-14,24,9,28,,,,,,,,,,,
7141.42920.7778,5,2,2,71,29,13,41,12,124,290, $1.45 , $0.15 , $0.64 , $2.23 , $0.17 , $0.08 , $4.72 , $7.75 ,7,5,20,39,71,,,,,,,,,,,
7141.42920.7785,6,1,1,86,31,12,52,25,167,373, $0.93 , $0.10 , $0.36 , $1.11 , $0.18 , $0.05 , $2.73 , $4.75 ,3,-33,36,9,15,,,,,,,,,,,
7141.42920.7785,6,2,1,89,39,23,30,23,167,371, $0.93 , $0.15 , $0.69 , $2.38 , $0.12 , $0.08 , $4.35 , $7.75 ,4,-25,7,24,10,,,,,,,,,,,
7141.42920.7792,6,1,3,45,24,18,31,17,118,253, $1.90 , $0.10 , $0.35 , $1.38 , $(0.01), $0.05 , $3.77 , $4.75 ,9,12,36,27,84,,,,,,,,,,,
7141.42920.7819,1,1,3,64,27,10,12,11,110,234, $1.76 , $0.10 , $0.23 , $0.66 , $0.15 , $0.05 , $2.95 , $3.75 ,7,-6,14,35,50,,,,,,,,,,,
7141.42920.7868,3,1,3,47,37,9,53,13,110,269, $2.02 , $0.10 , $0.38 , $0.63 , $(0.02), $0.05 , $3.16 , $4.25 ,5,-11,23,31,48,,,,,,,,,,,
7141.42920.7868,5,2,2,82,29,10,63,13,128,325, $1.63 , $0.15 , $0.51 , $2.09 , $0.12 , $0.16 , $4.66 , $7.75 ,6,-26,11,37,28,,,,,,,,,,,
7141.42920.7910,6,2,2,87,39,17,37,14,128,322, $1.61 , $0.15 , $0.87 , $2.28 , $0.18 , $0.08 , $5.17 , $7.75 ,4,-8,11,16,23,,,,,,,,,,,
7141.42920.7931,7,1,3,50,13,19,62,15,116,275, $2.06 , $0.10 , $0.19 , $0.96 , $0.02 , $0.05 , $3.38 , $4.75 ,3,-14,20,38,47,,,,,,,,,,,
7141.42920.7938,5,1,1,82,20,7,41,18,169,337, $0.84 , $0.10 , $0.27 , $1.00 , $0.03 , $0.05 , $2.29 , $4.75 ,7,9,31,30,77,,,,,,,,,,,
7141.42920.7951,1,1,1,75,40,8,35,20,177,355, $0.89 , $0.10 , $0.28 , $0.53 , $0.04 , $0.05 , $1.89 , $3.75 ,8,-17,28,19,38,,,,,,,,,,,
7141.42920.7958,5,1,2,87,34,8,51,15,122,317, $1.59 , $0.10 , $0.33 , $0.93 , $0.09 , $0.05 , $3.09 , $4.75 ,9,-14,22,39,56,,,,,,,,,,,
7141.42920.8007,6,1,1,81,23,12,25,18,183,342, $0.86 , $0.10 , $0.38 , $1.00 , $0.06 , $0.05 , $2.45 , $4.75 ,8,-38,16,39,25,,,,,,,,,,,
7141.42920.8007,1,2,2,89,51,14,41,12,124,331, $1.66 , $0.15 , $0.66 , $1.14 , $0.14 , $0.08 , $3.83 , $5.50 ,6,-20,36,36,58,,,,,,,,,,,
7141.42920.8021,5,2,2,88,32,10,50,13,121,314, $1.57 , $0.15 , $0.56 , $2.09 , $0.21 , $0.08 , $4.66 , $7.75 ,3,17,36,29,85,,,,,,,,,,,
7141.42920.8021,5,2,2,86,33,7,54,17,115,312, $1.56 , $0.15 , $0.56 , $1.99 , $0.16 , $0.08 , $4.50 , $7.75 ,9,-13,27,31,54,,,,,,,,,,,
7141.42920.8028,5,1,2,84,28,9,70,17,116,324, $1.62 , $0.10 , $0.36 , $1.08 , $0.10 , $0.05 , $3.31 , $4.75 ,9,-19,20,16,26,,,,,,,,,,,
7141.42920.8049,5,1,2,58,38,9,46,12,120,283, $1.42 , $0.10 , $0.30 , $0.95 , $(0.01), $0.05 , $2.81 , $4.75 ,7,-23,34,37,55,,,,,,,,,,,
7141.42920.8076,6,1,2,86,34,16,42,13,112,303, $1.52 , $0.10 , $0.39 , $1.30 , $0.08 , $0.05 , $3.44 , $4.75 ,8,-20,22,40,50,,,,,,,,,,,
7141.42920.8083,6,1,1,78,33,19,18,23,194,365, $0.91 , $0.10 , $0.50 , $1.09 , $0.10 , $0.05 , $2.75 , $4.75 ,4,0,13,23,40,,,,,,,,,,,
7141.42920.8083,6,2,2,97,56,24,51,16,125,369, $1.85 , $0.15 , $0.87 , $2.30 , $0.19 , $0.08 , $5.44 , $7.75 ,9,16,24,40,89,,,,,,,,,,,
7141.42920.8083,4,1,2,153,35,22,23,13,111,357, $1.79 , $0.10 , $0.32 , $0.60 , $0.11 , $0.05 , $2.97 , $3.75 ,6,-10,25,39,60,,,,,,,,,,,
7141.42920.8097,5,1,1,70,29,4,48,21,168,340, $0.85 , $0.10 , $0.31 , $1.00 , $0.13 , $0.05 , $2.44 , $4.75 ,3,-24,15,8,2,,,,,,,,,,,
7141.42920.8104,3,1,2,90,51,10,29,11,141,332, $1.66 , $0.10 , $0.30 , $0.66 , $0.15 , $0.05 , $2.92 , $4.25 ,6,-27,17,37,33,,,,,,,,,,,
7141.42920.8146,1,1,2,88,27,12,26,14,103,270, $1.35 , $0.10 , $0.35 , $0.58 , $0.01 , $0.10 , $2.49 , $3.75 ,9,-16,20,36,49,,,,,,,,,,,
7141.42920.8153,6,1,2,81,38,13,46,13,119,310, $1.55 , $0.10 , $0.46 , $1.10 , $-   , $0.05 , $3.26 , $4.75 ,4,-13,34,20,45,,,,,,,,,,,
7141.42920.8153,4,2,2,159,48,33,55,16,125,436, $2.18 , $0.15 , $0.39 , $1.16 , $0.15 , $0.08 , $4.11 , $5.50 ,9,0,28,24,61,,,,,,,,,,,
7141.42920.8160,3,2,3,62,33,17,29,12,116,269, $2.02 , $0.15 , $0.65 , $1.67 , $0.26 , $0.08 , $4.83 , $6.75 ,8,-11,27,30,54,,,,,,,,,,,
7141.42920.8167,5,1,2,72,27,7,65,15,116,302, $1.51 , $0.10 , $0.28 , $1.01 , $0.14 , $0.05 , $3.09 , $4.75 ,8,-7,19,32,52,,,,,,,,,,,
7141.42920.8188,6,1,1,68,34,10,53,18,165,348, $0.87 , $0.10 , $0.32 , $1.27 , $0.13 , $0.05 , $2.74 , $4.75 ,7,-13,26,42,62,,,,,,,,,,,
7141.42920.8208,5,1,2,73,19,7,41,17,116,273, $1.37 , $0.10 , $0.24 , $1.15 , $0.17 , $0.05 , $3.08 , $4.75 ,3,4,14,16,37,,,,,,,,,,,
7141.42920.8229,5,1,3,45,16,5,57,13,141,277, $2.08 , $0.10 , $0.31 , $1.05 , $0.10 , $0.05 , $3.69 , $4.75 ,7,-8,33,41,73,,,,,,,,,,,
7141.42920.8236,5,1,1,78,37,5,45,18,184,367, $0.92 , $0.10 , $0.32 , $1.26 , $0.08 , $0.05 , $2.73 , $4.75 ,5,-4,22,23,46,,,,,,,,,,,
7141.42920.8236,3,1,3,56,32,7,59,16,131,301, $2.26 , $0.10 , $0.35 , $0.76 , $0.22 , $0.05 , $3.74 , $4.25 ,6,-17,6,31,26,,,,,,,,,,,
7141.42920.8243,1,2,2,96,32,16,63,17,127,351, $1.76 , $0.15 , $0.57 , $1.17 , $0.11 , $0.08 , $3.84 , $5.50 ,7,-4,37,39,79,,,,,,,,,,,
7141.42920.8257,6,2,2,100,34,18,29,15,116,312, $1.56 , $0.15 , $0.77 , $2.21 , $0.16 , $0.08 , $4.93 , $7.75 ,8,-13,33,24,52,,,,,,,,,,,
7141.42920.8264,7,1,3,51,18,18,56,10,125,278, $2.09 , $0.10 , $0.25 , $0.92 , $0.09 , $0.05 , $3.50 , $4.75 ,9,-26,32,31,46,,,,,,,,,,,
7141.42920.8264,3,2,3,55,27,12,51,14,139,298, $2.24 , $0.15 , $0.71 , $1.53 , $0.19 , $0.08 , $4.90 , $6.75 ,6,-20,33,18,37,,,,,,,,,,,
7141.42920.8264,1,2,2,92,44,17,69,14,136,372, $1.86 , $0.15 , $0.63 , $1.26 , $0.28 , $0.08 , $4.26 , $5.50 ,4,-27,36,35,48,,,,,,,,,,,
7141.42920.8271,6,1,1,63,30,15,44,19,181,352, $0.88 , $0.10 , $0.24 , $1.25 , $0.03 , $0.05 , $2.55 , $4.75 ,3,-11,27,31,50,,,,,,,,,,,
7141.42920.8292,2,2,2,104,38,17,86,15,124,384, $1.92 , $0.15 , $0.63 , $1.21 , $0.26 , $0.08 , $4.25 , $5.50 ,5,4,23,31,63,,,,,,,,,,,
7141.42920.8299,1,1,2,79,25,12,74,14,121,325, $1.63 , $0.10 , $0.30 , $0.56 , $0.13 , $0.05 , $2.77 , $3.75 ,8,2,25,18,53,,,,,,,,,,,
7141.42920.8299,1,1,2,77,46,9,59,11,119,321, $1.61 , $0.10 , $0.32 , $0.54 , $0.12 , $0.05 , $2.74 , $3.75 ,6,2,30,23,61,,,,,,,,,,,
7141.42920.8340,4,2,2,183,32,27,53,15,142,452, $2.26 , $0.15 , $0.48 , $1.18 , $0.10 , $0.08 , $4.25 , $5.50 ,7,-32,11,20,6,,,,,,,,,,,
7141.42920.8340,7,1,2,96,20,16,52,15,127,326, $1.63 , $0.10 , $0.25 , $0.80 , $0.12 , $0.05 , $2.95 , $4.75 ,6,-22,26,42,52,,,,,,,,,,,
7141.42920.8340,5,2,3,65,20,10,63,11,118,287, $2.15 , $0.15 , $0.60 , $2.14 , $0.24 , $0.08 , $5.36 , $7.75 ,5,-21,36,20,40,,,,,,,,,,,
7141.42920.8347,5,1,3,51,18,7,29,13,127,245, $1.84 , $0.10 , $0.27 , $1.03 , $0.05 , $0.05 , $3.34 , $4.75 ,4,1,16,19,40,,,,,,,,,,,
7141.42920.8361,3,1,1,86,54,11,74,20,202,447, $1.12 , $0.10 , $0.34 , $0.78 , $0.09 , $0.05 , $2.48 , $4.25 ,8,0,34,40,82,,,,,,,,,,,
7141.42920.8382,3,2,3,52,36,12,76,13,133,322, $2.42 , $0.15 , $0.68 , $1.54 , $0.25 , $0.08 , $5.12 , $6.75 ,3,-5,17,5,20,,,,,,,,,,,
7141.42920.8382,1,2,2,97,45,13,42,17,116,330, $1.65 , $0.15 , $0.59 , $1.24 , $0.19 , $0.08 , $3.90 , $5.50 ,3,-16,35,33,55,,,,,,,,,,,
7141.42920.8389,3,2,2,78,55,20,87,16,96,352, $1.76 , $0.15 , $0.63 , $1.56 , $0.19 , $0.08 , $4.37 , $6.75 ,4,7,12,23,46,,,,,,,,,,,
7141.42920.8389,1,2,2,91,53,17,58,13,119,351, $1.76 , $0.15 , $0.54 , $1.18 , $0.19 , $0.08 , $3.90 , $5.50 ,6,-2,26,21,51,,,,,,,,,,,
7141.42920.8396,6,2,2,88,44,19,64,11,141,367, $1.84 , $0.15 , $0.80 , $2.22 , $0.29 , $0.08 , $5.38 , $7.75 ,7,-23,11,36,31,,,,,,,,,,,
7141.42920.8396,2,2,2,103,39,16,53,13,117,341, $1.71 , $0.15 , $0.59 , $1.32 , $0.27 , $0.08 , $4.12 , $5.50 ,9,-19,9,10,9,,,,,,,,,,,
7141.42920.8396,1,2,2,93,45,14,75,17,111,355, $1.78 , $0.15 , $0.62 , $1.30 , $0.16 , $0.08 , $4.09 , $5.50 ,3,-23,16,38,34,,,,,,,,,,,
7141.42920.8424,2,1,2,77,33,13,42,14,96,275, $1.38 , $0.10 , $0.28 , $0.59 , $0.19 , $0.05 , $2.59 , $3.75 ,7,-12,31,40,66,,,,,,,,,,,
7141.42920.8431,6,2,2,88,44,23,61,12,108,336, $1.68 , $0.15 , $0.83 , $2.40 , $0.19 , $0.08 , $5.33 , $7.75 ,5,-18,34,29,50,,,,,,,,,,,
7141.42920.8431,3,1,1,97,45,10,57,20,173,402, $1.01 , $0.10 , $0.32 , $0.74 , $0.12 , $0.05 , $2.34 , $4.25 ,3,-9,22,26,42,,,,,,,,,,,
7141.42920.8438,2,1,2,86,46,9,72,13,137,363, $1.82 , $0.10 , $0.35 , $0.58 , $0.11 , $0.05 , $3.01 , $3.75 ,8,-27,13,36,30,,,,,,,,,,,
7141.42920.8444,5,1,3,47,14,6,55,14,118,254, $1.91 , $0.10 , $0.30 , $0.93 , $0.09 , $0.05 , $3.38 , $4.75 ,4,-26,8,38,24,,,,,,,,,,,
7141.42920.8444,7,1,1,84,23,14,55,16,162,354, $0.89 , $0.10 , $0.25 , $0.88 , $0.02 , $0.05 , $2.19 , $4.75 ,7,-34,9,33,15,,,,,,,,,,,
7141.42920.8458,1,1,3,62,29,10,40,11,117,269, $2.02 , $0.10 , $0.30 , $0.63 , $0.01 , $0.05 , $3.11 , $3.75 ,4,-5,21,30,50,,,,,,,,,,,
7141.42920.8458,1,1,2,89,48,8,27,13,102,287, $1.44 , $0.10 , $0.37 , $0.54 , $0.08 , $0.05 , $2.58 , $3.75 ,7,-5,21,20,43,,,,,,,,,,,
7141.42920.8479,4,2,3,111,20,36,60,12,123,362, $2.72 , $0.15 , $0.45 , $1.11 , $0.14 , $0.16 , $4.73 , $5.50 ,6,-19,20,12,19,,,,,,,,,,,
7141.42920.8493,6,1,3,50,19,11,46,14,101,241, $1.81 , $0.10 , $0.37 , $1.32 , $0.14 , $0.05 , $3.79 , $4.75 ,6,3,22,24,55,,,,,,,,,,,
7141.42920.8493,5,2,2,114,31,12,70,14,110,351, $1.76 , $0.15 , $0.58 , $2.18 , $0.23 , $0.08 , $4.98 , $7.75 ,8,2,37,41,88,,,,,,,,,,,
7141.42920.8493,5,1,1,80,28,5,54,15,180,362, $0.91 , $0.10 , $0.23 , $1.18 , $0.12 , $0.05 , $2.59 , $4.75 ,2,-38,31,7,2,,,,,,,,,,,
7141.42920.8514,7,1,2,82,23,23,75,14,134,351, $1.76 , $0.10 , $0.20 , $0.94 , $0.11 , $0.05 , $3.16 , $4.75 ,8,-23,20,34,39,,,,,,,,,,,
7141.42920.8528,4,1,3,118,24,18,27,18,109,314, $2.36 , $0.10 , $0.21 , $0.62 , $0.17 , $0.05 , $3.51 , $3.75 ,5,0,28,38,71,,,,,,,,,,,
7141.42920.8556,5,2,2,104,34,12,74,13,121,358, $1.79 , $0.15 , $0.58 , $2.15 , $0.17 , $0.08 , $4.92 , $7.75 ,10,-26,34,40,58,,,,,,,,,,,
7141.42920.8556,5,1,3,55,21,7,31,13,125,252, $1.89 , $0.10 , $0.31 , $1.05 , $0.04 , $0.05 , $3.44 , $4.75 ,4,-12,14,23,29,,,,,,,,,,,
