,,,,Cycle time,,,,,,,Cost,,,,,,,,Survey,,,,,Calculated,,,,,,,,,,
8973.42921.7938,2,1,2,36,64,11,53,10,23,197, $0.99 , $0.10 , $0.26 , $0.33 , $0.12 , $0.05 , $1.85 , $3.75 ,3,4,14,37,58,,,,,,,,,,,
8973.42921.7972,1,1,2,40,79,12,61,12,34,238, $1.19 , $0.10 , $0.20 , $0.26 , $0.10 , $0.10 , $1.95 , $3.75 ,2,5,7,33,47,,,,,,,,,,,
8973.42921.7986,5,1,2,36,54,6,59,12,25,192, $0.96 , $0.20 , $0.16 , $0.50 , $0.15 , $0.05 , $2.02 , $4.75 ,9,4,23,22,58,,,,,,,,,,,
8973.42921.8028,3,1,2,19,79,14,61,13,27,213, $1.07 , $0.10 , $0.14 , $0.33 , $0.06 , $0.05 , $1.75 , $4.25 ,5,7,22,35,69,,,,,,,,,,,
8973.42921.8035,4,1,3,39,47,19,67,14,31,217, $1.63 , $0.10 , $0.09 , $0.25 , $0.05 , $0.05 , $2.17 , $3.75 ,8,6,4,32,50,,,,,,,,,,,
8973.42921.8035,3,1,2,32,94,10,68,13,42,259, $1.30 , $0.10 , $0.18 , $0.35 , $0.05 , $0.05 , $2.03 , $4.25 ,8,0,20,36,64,,,,,,,,,,,
8973.42921.8035,6,1,2,61,65,9,44,13,32,224, $1.12 , $0.10 , $0.15 , $0.57 , $0.11 , $0.05 , $2.10 , $4.75 ,8,11,27,24,70,,,,,,,,,,,
8973.42921.8042,3,2,1,44,108,15,76,20,35,298, $0.75 , $0.15 , $0.30 , $0.83 , $0.19 , $0.08 , $2.30 , $6.75 ,6,4,29,37,76,,,,,,,,,,,
8973.42921.8042,2,1,1,61,71,11,60,26,40,269, $0.67 , $0.10 , $0.05 , $0.38 , $-   , $0.05 , $1.25 , $3.75 ,5,1,17,30,53,,,,,,,,,,,
8973.42921.8049,3,1,2,45,84,13,46,14,34,236, $1.18 , $0.10 , $0.18 , $0.40 , $0.10 , $0.10 , $2.06 , $4.25 ,3,10,18,7,38,,,,,,,,,,,
8973.42921.8056,1,1,1,48,72,11,38,21,43,233, $0.58 , $0.10 , $0.16 , $0.31 , $0.06 , $0.05 , $1.26 , $3.75 ,7,8,13,33,61,,,,,,,,,,,
8973.42921.8063,3,1,2,59,83,10,25,17,27,221, $1.11 , $0.10 , $0.28 , $0.36 , $0.09 , $0.05 , $1.99 , $4.25 ,6,7,19,21,53,,,,,,,,,,,
8973.42921.8083,3,2,3,32,66,14,42,13,29,196, $1.47 , $0.15 , $0.28 , $0.83 , $0.16 , $0.08 , $2.97 , $6.75 ,6,10,11,31,58,,,,,,,,,,,
8973.42921.8083,7,2,1,47,51,29,40,16,48,231, $0.58 , $0.15 , $0.20 , $0.86 , $0.12 , $0.08 , $1.99 , $6.75 ,6,1,12,3,22,,,,,,,,,,,
8973.42921.8118,1,2,2,45,74,13,41,14,16,203, $1.02 , $0.15 , $0.40 , $0.70 , $0.15 , $0.08 , $2.50 , $5.50 ,7,17,21,25,70,,,,,,,,,,,
8973.42921.8118,5,2,3,34,44,12,41,15,27,173, $1.30 , $0.15 , $0.29 , $1.01 , $0.25 , $0.08 , $3.08 , $7.75 ,9,13,23,24,69,,,,,,,,,,,
8973.42921.8125,7,1,2,43,52,20,66,16,34,231, $1.16 , $0.10 , $0.14 , $0.44 , $0.06 , $0.05 , $1.95 , $4.75 ,5,11,10,28,54,,,,,,,,,,,
8973.42921.8132,1,1,2,56,66,12,50,18,32,234, $1.17 , $0.10 , $0.12 , $0.22 , $0.12 , $0.05 , $1.78 , $3.75 ,9,4,11,36,60,,,,,,,,,,,
8973.42921.8132,6,2,1,42,88,22,45,20,46,263, $0.66 , $0.15 , $0.47 , $1.21 , $0.21 , $0.08 , $2.78 , $7.75 ,6,1,23,19,49,,,,,,,,,,,
8973.42921.8146,2,1,2,16,69,11,73,12,33,214, $1.07 , $0.10 , $0.20 , $0.26 , $0.14 , $0.05 , $1.82 , $3.75 ,6,3,23,31,63,,,,,,,,,,,
8973.42921.8174,1,1,2,31,65,13,17,14,37,177, $0.89 , $0.10 , $0.22 , $0.30 , $0.08 , $0.05 , $1.64 , $3.75 ,6,6,14,30,56,,,,,,,,,,,
8973.42921.8174,4,1,2,59,73,19,29,10,23,213, $1.07 , $0.10 , $0.07 , $0.26 , $0.10 , $0.05 , $1.65 , $3.75 ,6,18,13,35,72,,,,,,,,,,,
8973.42921.8174,5,2,1,34,55,10,44,22,46,211, $0.53 , $0.15 , $0.24 , $1.05 , $0.22 , $0.08 , $2.27 , $7.75 ,7,10,14,25,56,,,,,,,,,,,
8973.42921.8174,1,1,2,45,63,10,66,11,30,225, $1.13 , $0.10 , $0.18 , $0.21 , $0.07 , $0.05 , $1.74 , $3.75 ,7,8,12,37,64,,,,,,,,,,,
8973.42921.8188,1,2,2,45,77,15,73,16,34,260, $1.30 , $0.15 , $0.38 , $0.56 , $0.15 , $0.08 , $2.62 , $5.50 ,6,3,26,36,71,,,,,,,,,,,
8973.42921.8194,3,2,2,39,90,17,36,14,28,224, $1.12 , $0.15 , $0.40 , $0.80 , $0.14 , $0.08 , $2.69 , $6.75 ,4,2,22,12,40,,,,,,,,,,,
8973.42921.8208,3,1,1,43,83,8,42,21,30,227, $0.57 , $0.10 , $0.23 , $0.48 , $0.03 , $0.05 , $1.46 , $4.25 ,7,9,14,26,56,,,,,,,,,,,
8973.42921.8208,7,2,1,56,53,29,48,19,33,238, $0.60 , $0.15 , $0.20 , $0.87 , $0.17 , $0.08 , $2.07 , $6.75 ,4,11,20,21,56,,,,,,,,,,,
8973.42921.8215,6,1,2,38,68,18,37,10,31,202, $1.01 , $0.10 , $0.27 , $0.51 , $0.12 , $0.05 , $2.06 , $4.75 ,5,6,14,36,61,,,,,,,,,,,
8973.42921.8215,2,1,2,40,65,10,79,16,33,243, $1.22 , $0.10 , $0.14 , $0.40 , $0.10 , $0.05 , $2.01 , $3.75 ,7,5,23,8,43,,,,,,,,,,,
8973.42921.8215,7,1,2,32,51,15,57,15,40,210, $1.05 , $0.10 , $0.08 , $0.44 , $0.03 , $0.05 , $1.75 , $4.75 ,5,13,19,34,71,,,,,,,,,,,
8973.42921.8222,3,1,1,30,71,9,63,18,48,239, $0.60 , $0.10 , $0.26 , $0.38 , $0.08 , $0.05 , $1.47 , $4.25 ,9,-1,27,33,68,,,,,,,,,,,
8973.42921.8236,5,1,2,51,55,5,51,12,22,196, $0.98 , $0.10 , $0.19 , $0.63 , $0.10 , $0.05 , $2.05 , $4.75 ,7,15,6,32,60,,,,,,,,,,,
8973.42921.8243,4,2,3,57,68,28,52,14,33,252, $1.89 , $0.15 , $0.24 , $0.70 , $0.10 , $0.08 , $3.16 , $5.50 ,7,2,9,22,40,,,,,,,,,,,
8973.42921.8250,3,1,2,27,93,8,35,14,24,201, $1.01 , $0.10 , $0.33 , $0.38 , $0.09 , $0.05 , $1.96 , $4.25 ,8,11,9,19,47,,,,,,,,,,,
8973.42921.8250,5,1,2,48,58,6,36,11,35,194, $0.97 , $0.10 , $0.14 , $0.46 , $0.15 , $0.05 , $1.87 , $4.75 ,4,1,20,30,55,,,,,,,,,,,
8973.42921.8250,5,1,3,30,33,7,33,16,30,149, $1.12 , $0.10 , $0.10 , $0.57 , $0.08 , $0.05 , $2.02 , $4.75 ,7,6,16,34,63,,,,,,,,,,,
8973.42921.8257,7,2,2,35,65,19,37,13,33,202, $1.01 , $0.15 , $0.15 , $0.86 , $0.17 , $0.08 , $2.42 , $6.75 ,8,10,19,25,62,,,,,,,,,,,
8973.42921.8264,4,1,3,55,42,22,55,14,23,211, $1.58 , $0.10 , $0.19 , $0.20 , $0.10 , $0.05 , $2.22 , $3.75 ,6,15,21,32,74,,,,,,,,,,,
8973.42921.8271,3,1,1,43,94,8,47,22,62,276, $0.69 , $0.10 , $0.20 , $0.31 , $0.12 , $0.05 , $1.47 , $4.25 ,7,-2,23,26,54,,,,,,,,,,,
8973.42921.8278,5,2,1,37,71,10,73,25,55,271, $0.68 , $0.15 , $0.31 , $1.13 , $0.14 , $0.08 , $2.49 , $7.75 ,8,-6,27,30,59,,,,,,,,,,,
8973.42921.8292,5,2,1,33,60,11,51,23,43,221, $0.55 , $0.15 , $0.34 , $0.97 , $0.18 , $0.08 , $2.27 , $7.75 ,7,14,17,8,46,,,,,,,,,,,
8973.42921.8326,3,2,2,54,95,17,62,14,31,273, $1.37 , $0.15 , $0.29 , $0.76 , $0.25 , $0.08 , $2.90 , $6.75 ,6,7,22,29,64,,,,,,,,,,,
8973.42921.8333,1,2,3,25,57,14,33,15,30,174, $1.31 , $0.15 , $0.34 , $0.61 , $0.22 , $0.08 , $2.71 , $5.50 ,10,9,30,35,84,,,,,,,,,,,
8973.42921.8340,1,2,2,45,88,14,54,19,30,250, $1.25 , $0.15 , $0.31 , $0.54 , $0.17 , $0.08 , $2.50 , $5.50 ,8,9,29,39,85,,,,,,,,,,,
8973.42921.8410,5,1,1,32,53,6,42,22,46,201, $0.50 , $0.10 , $0.13 , $0.68 , $0.11 , $0.05 , $1.57 , $4.75 ,4,4,21,23,52,,,,,,,,,,,
8973.42921.8458,5,1,1,30,52,6,46,17,46,197, $0.49 , $0.10 , $0.19 , $0.56 , $0.05 , $0.05 , $1.44 , $4.75 ,5,5,11,40,61,,,,,,,,,,,
8973.42921.8507,5,1,2,35,50,9,52,15,25,186, $0.93 , $0.10 , $0.23 , $0.37 , $0.15 , $0.05 , $1.83 , $4.75 ,10,10,14,36,70,,,,,,,,,,,
8973.42921.8528,3,1,2,41,87,8,39,16,26,217, $1.09 , $0.10 , $0.05 , $0.38 , $0.14 , $0.05 , $1.81 , $4.25 ,2,15,23,38,78,,,,,,,,,,,
8973.42921.8542,3,1,2,43,74,9,43,15,29,213, $1.07 , $0.10 , $0.21 , $0.27 , $0.07 , $0.05 , $1.77 , $4.25 ,8,5,23,34,70,,,,,,,,,,,
8973.42921.8556,5,1,2,39,52,7,47,13,37,195, $0.98 , $0.10 , $0.17 , $0.47 , $0.07 , $0.05 , $1.84 , $4.75 ,4,5,10,16,35,,,,,,,,,,,
8973.42921.8576,6,1,1,29,69,13,34,21,51,217, $0.54 , $0.10 , $0.21 , $0.79 , $0.07 , $0.05 , $1.76 , $4.75 ,8,9,30,24,71,,,,,,,,,,,
8973.42921.8597,7,1,3,34,33,18,63,13,33,194, $1.46 , $0.10 , $0.13 , $0.28 , $0.11 , $0.10 , $2.18 , $4.75 ,9,5,25,23,62,,,,,,,,,,,
8973.42921.8660,5,2,2,48,64,11,57,13,28,221, $1.11 , $0.15 , $0.39 , $0.87 , $0.24 , $0.08 , $2.84 , $7.75 ,8,8,27,15,58,,,,,,,,,,,
8973.42921.8993,6,2,2,59,56,29,46,14,34,238, $1.19 , $0.15 , $0.37 , $1.44 , $0.21 , $0.16 , $3.52 , $7.75 ,8,20,35,35,98,,,,,,,,,,,
8973.42922.4396,5,2,1,52,40,10,48,22,35,207, $0.52 , $0.15 , $0.26 , $1.12 , $0.27 , $0.08 , $2.40 , $7.75 ,3,8,4,32,47,,,,,,,,,,,
8973.42922.4660,7,2,3,30,32,27,31,13,73,206, $1.55 , $0.15 , $0.32 , $1.23 , $0.29 , $0.08 , $3.62 , $6.75 ,6,-6,15,28,43,,,,,,,,,,,
8973.42922.4674,1,2,3,24,48,17,67,14,85,255, $1.91 , $0.15 , $0.26 , $0.72 , $0.21 , $0.08 , $3.33 , $5.50 ,7,-15,9,34,35,,,,,,,,,,,
8973.42922.4688,6,2,2,69,84,25,62,12,94,346, $1.73 , $0.15 , $0.61 , $1.34 , $0.17 , $0.08 , $4.08 , $7.75 ,6,-3,31,32,66,,,,,,,,,,,
8973.42922.4701,7,1,1,33,51,17,21,19,146,287, $0.72 , $0.20 , $0.10 , $0.46 , $0.09 , $0.05 , $1.62 , $4.75 ,2,-20,24,18,24,,,,,,,,,,,
8973.42922.4729,7,2,3,26,36,25,60,16,65,228, $1.71 , $0.15 , $0.23 , $1.11 , $0.17 , $0.08 , $3.45 , $6.75 ,5,5,26,34,70,,,,,,,,,,,
8973.42922.4736,6,1,2,42,79,19,30,10,113,293, $1.47 , $0.10 , $0.13 , $0.82 , $0.02 , $0.05 , $2.59 , $4.75 ,7,-26,29,13,23,,,,,,,,,,,
8973.42922.4743,3,1,2,59,96,10,59,11,116,351, $1.76 , $0.10 , $0.23 , $0.48 , $0.01 , $0.05 , $2.63 , $4.25 ,4,3,25,29,61,,,,,,,,,,,
8973.42922.4743,1,1,1,48,65,10,46,18,172,359, $0.90 , $0.10 , $0.17 , $0.47 , $0.08 , $0.05 , $1.77 , $3.75 ,4,9,8,13,34,,,,,,,,,,,
8973.42922.4806,2,1,1,52,70,16,77,24,131,370, $0.93 , $0.10 , $0.18 , $0.42 , $0.09 , $0.05 , $1.77 , $3.75 ,8,-16,15,16,23,,,,,,,,,,,
8973.42922.4819,4,1,2,98,72,17,67,15,103,372, $1.86 , $0.10 , $0.15 , $0.41 , $0.11 , $0.05 , $2.68 , $3.75 ,8,-21,13,10,10,,,,,,,,,,,
8973.42922.4854,5,2,2,48,57,10,71,14,106,306, $1.53 , $0.15 , $0.41 , $1.11 , $0.26 , $0.08 , $3.54 , $7.75 ,7,-10,29,18,44,,,,,,,,,,,
8973.42922.4951,4,2,1,106,80,27,38,22,125,398, $1.00 , $0.15 , $0.27 , $0.68 , $0.19 , $0.08 , $2.37 , $5.50 ,7,-11,27,39,62,,,,,,,,,,,
8973.42922.4958,4,1,2,79,68,26,58,14,88,333, $1.67 , $0.10 , $0.18 , $0.39 , $0.09 , $0.05 , $2.48 , $3.75 ,7,2,28,34,71,,,,,,,,,,,
8973.42922.4979,6,2,1,48,82,26,45,21,149,371, $0.93 , $0.15 , $0.39 , $1.54 , $0.28 , $0.08 , $3.37 , $7.75 ,5,6,17,24,52,,,,,,,,,,,
8973.42922.5000,7,2,2,46,62,24,66,16,128,342, $1.71 , $0.15 , $0.25 , $0.86 , $0.20 , $0.08 , $3.25 , $6.75 ,4,-17,9,25,21,,,,,,,,,,,
8973.42922.5007,6,1,1,40,62,19,31,14,156,322, $0.81 , $0.10 , $0.38 , $0.82 , $0.07 , $0.05 , $2.23 , $4.75 ,6,-28,24,39,41,,,,,,,,,,,
8973.42922.5014,7,2,1,31,66,32,87,24,104,344, $0.86 , $0.15 , $0.29 , $0.91 , $0.15 , $0.08 , $2.44 , $6.75 ,4,-24,11,17,8,,,,,,,,,,,
8973.42922.5014,5,2,2,33,56,11,64,16,87,267, $1.34 , $0.15 , $0.33 , $1.26 , $0.17 , $0.08 , $3.33 , $7.75 ,6,-14,15,20,27,,,,,,,,,,,
8973.42922.5028,7,1,3,24,33,17,47,15,97,233, $1.75 , $0.10 , $0.15 , $0.69 , $0.07 , $0.05 , $2.81 , $4.75 ,6,-15,25,32,48,,,,,,,,,,,
8973.42922.5069,3,1,2,40,91,9,68,14,66,288, $1.44 , $0.10 , $0.26 , $0.47 , $-   , $0.05 , $2.32 , $4.25 ,7,0,17,32,56,,,,,,,,,,,
8973.42922.5097,7,1,3,27,33,13,76,10,87,246, $1.85 , $0.10 , $0.12 , $0.47 , $0.09 , $0.05 , $2.68 , $4.75 ,5,-2,25,25,53,,,,,,,,,,,
8973.42922.5104,3,1,2,37,91,13,76,14,88,319, $1.60 , $0.10 , $0.20 , $0.45 , $0.09 , $0.05 , $2.49 , $4.25 ,2,-6,20,17,33,,,,,,,,,,,
8973.42922.5132,1,2,1,34,73,13,10,21,142,293, $0.73 , $0.15 , $0.29 , $0.75 , $0.15 , $0.08 , $2.15 , $5.50 ,4,-7,26,33,56,,,,,,,,,,,
8973.42922.5132,3,1,2,45,79,6,19,10,112,271, $1.36 , $0.10 , $0.26 , $0.48 , $0.19 , $0.05 , $2.44 , $4.25 ,6,-5,20,38,59,,,,,,,,,,,
8973.42922.5160,6,1,2,42,67,19,44,15,126,313, $1.57 , $0.10 , $0.37 , $0.88 , $0.13 , $0.05 , $3.10 , $4.75 ,9,-26,26,8,17,,,,,,,,,,,
8973.42922.5167,7,1,2,42,48,12,74,15,114,305, $1.53 , $0.10 , $0.15 , $0.49 , $0.06 , $0.05 , $2.38 , $4.75 ,7,-20,3,21,11,,,,,,,,,,,
8973.42922.5167,6,2,2,43,83,25,43,18,77,289, $1.45 , $0.15 , $0.57 , $1.45 , $0.21 , $0.08 , $3.91 , $7.75 ,6,14,25,24,69,,,,,,,,,,,
8973.42922.5174,4,1,1,73,77,16,71,22,139,398, $1.00 , $0.10 , $0.13 , $0.43 , $0.16 , $0.05 , $1.87 , $3.75 ,8,-17,10,39,40,,,,,,,,,,,
8973.42922.5174,6,2,2,58,80,29,34,17,64,282, $1.41 , $0.15 , $0.61 , $1.29 , $0.16 , $0.08 , $3.70 , $7.75 ,7,-10,15,27,39,,,,,,,,,,,
8973.42922.5181,1,1,2,42,72,8,44,16,95,277, $1.39 , $0.10 , $0.14 , $0.36 , $0.04 , $0.05 , $2.08 , $3.75 ,8,-14,17,6,17,,,,,,,,,,,
8973.42922.5194,6,1,2,50,65,16,49,12,89,281, $1.41 , $0.10 , $0.16 , $0.59 , $0.07 , $0.05 , $2.38 , $4.75 ,5,-5,22,9,31,,,,,,,,,,,
8973.42922.5208,2,2,3,30,48,17,71,19,95,280, $2.10 , $0.15 , $0.49 , $0.72 , $0.09 , $0.08 , $3.63 , $5.50 ,7,-20,21,25,33,,,,,,,,,,,
8973.42922.5236,5,1,2,35,60,5,39,12,49,200, $1.00 , $0.10 , $0.20 , $0.68 , $0.09 , $0.05 , $2.12 , $4.75 ,4,9,10,12,35,,,,,,,,,,,
8973.42922.5271,1,1,1,53,48,6,57,23,157,344, $0.86 , $0.10 , $0.24 , $0.44 , $0.13 , $0.05 , $1.82 , $3.75 ,4,-11,18,23,34,,,,,,,,,,,
8973.42922.5292,1,1,1,37,73,9,53,21,191,384, $0.96 , $0.10 , $0.26 , $0.38 , $0.12 , $0.05 , $1.87 , $3.75 ,8,-19,16,39,44,,,,,,,,,,,
8973.42922.5306,7,1,3,16,33,13,76,12,108,258, $1.94 , $0.10 , $0.08 , $0.59 , $0.03 , $0.05 , $2.79 , $4.75 ,9,4,20,23,56,,,,,,,,,,,
8973.42922.5333,3,1,2,49,87,12,55,13,116,332, $1.66 , $0.10 , $0.15 , $0.54 , $0.12 , $0.05 , $2.62 , $4.25 ,8,-20,13,16,17,,,,,,,,,,,
8973.42922.5340,5,1,2,46,55,9,39,16,91,256, $1.28 , $0.10 , $0.19 , $0.56 , $0.08 , $0.05 , $2.26 , $4.75 ,8,-7,28,38,67,,,,,,,,,,,
8973.42922.5361,4,1,2,64,74,19,44,12,91,304, $1.52 , $0.10 , $0.22 , $0.30 , $0.03 , $0.05 , $2.22 , $3.75 ,9,-8,17,38,56,,,,,,,,,,,
8973.42922.5375,6,1,2,39,62,14,55,12,97,279, $1.40 , $0.10 , $0.22 , $0.78 , $0.18 , $0.05 , $2.73 , $4.75 ,5,0,30,41,76,,,,,,,,,,,
8973.42922.5375,2,1,3,29,46,11,57,15,117,275, $2.06 , $0.10 , $0.16 , $0.34 , $0.21 , $0.05 , $2.92 , $3.75 ,7,-13,4,8,6,,,,,,,,,,,
8973.42922.5396,5,1,3,36,39,8,54,16,94,247, $1.85 , $0.10 , $0.19 , $0.79 , $0.04 , $0.05 , $3.02 , $4.75 ,3,-2,13,6,20,,,,,,,,,,,
8973.42922.5396,5,1,2,41,56,9,38,14,80,238, $1.19 , $0.10 , $0.15 , $0.71 , $0.09 , $0.05 , $2.29 , $4.75 ,3,6,16,11,36,,,,,,,,,,,
8973.42922.5403,7,2,2,50,54,22,74,14,61,275, $1.38 , $0.15 , $0.25 , $1.23 , $0.18 , $0.08 , $3.27 , $6.75 ,6,0,24,28,58,,,,,,,,,,,
8973.42922.5458,2,1,1,48,58,10,51,16,87,270, $0.68 , $0.10 , $0.19 , $0.52 , $0.06 , $0.05 , $1.60 , $3.75 ,8,7,8,36,59,,,,,,,,,,,
8973.42922.5465,1,1,1,43,67,13,65,18,138,344, $0.86 , $0.10 , $0.21 , $0.39 , $0.08 , $0.05 , $1.69 , $3.75 ,4,-25,28,17,24,,,,,,,,,,,
8973.42922.5472,1,1,2,23,66,9,53,11,83,245, $1.23 , $0.10 , $0.32 , $0.35 , $0.08 , $0.05 , $2.13 , $3.75 ,7,0,21,34,62,,,,,,,,,,,
8973.42922.5479,1,2,3,30,61,13,46,14,101,265, $1.99 , $0.15 , $0.36 , $0.66 , $0.14 , $0.08 , $3.38 , $5.50 ,5,-19,17,21,24,,,,,,,,,,,
8973.42922.5500,5,1,2,25,57,7,69,14,86,258, $1.29 , $0.10 , $0.13 , $0.59 , $0.08 , $0.05 , $2.24 , $4.75 ,8,-20,21,40,49,,,,,,,,,,,
8973.42922.5535,1,1,1,50,65,9,55,22,171,372, $0.93 , $0.10 , $0.22 , $0.33 , $0.13 , $0.05 , $1.76 , $3.75 ,4,-19,23,37,45,,,,,,,,,,,
8973.42922.5563,6,1,1,59,78,10,46,19,96,308, $0.77 , $0.10 , $0.34 , $0.65 , $0.15 , $0.05 , $2.06 , $4.75 ,3,-19,30,26,40,,,,,,,,,,,
8973.42922.5576,1,1,3,20,53,11,74,11,64,233, $1.75 , $0.10 , $0.20 , $0.28 , $0.07 , $0.05 , $2.45 , $3.75 ,8,-4,16,19,39,,,,,,,,,,,
8973.42922.5590,1,1,2,28,74,8,62,13,86,271, $1.36 , $0.10 , $0.29 , $0.36 , $0.22 , $0.05 , $2.38 , $3.75 ,5,-5,25,32,57,,,,,,,,,,,
8973.42922.5611,5,2,2,39,64,11,56,16,96,282, $1.41 , $0.15 , $0.37 , $1.41 , $0.15 , $0.08 , $3.57 , $7.75 ,7,12,18,19,56,,,,,,,,,,,
8973.42922.5681,3,1,1,40,83,12,58,14,168,375, $0.94 , $0.10 , $0.24 , $0.44 , $0.06 , $0.05 , $1.83 , $4.25 ,6,-29,22,7,6,,,,,,,,,,,
8973.42922.5681,5,1,2,35,59,8,59,10,77,248, $1.24 , $0.10 , $0.01 , $0.55 , $0.11 , $0.05 , $2.06 , $4.75 ,8,0,21,6,35,,,,,,,,,,,
8973.42922.5701,7,1,1,42,46,12,57,24,110,291, $0.73 , $0.10 , $0.13 , $0.61 , $0.18 , $0.05 , $1.80 , $4.75 ,8,-25,20,33,36,,,,,,,,,,,
8973.42922.5708,2,2,2,35,77,21,91,14,101,339, $1.70 , $0.15 , $0.48 , $0.72 , $0.25 , $0.08 , $3.38 , $5.50 ,8,-20,29,34,51,,,,,,,,,,,
8973.42922.5708,2,2,3,33,66,18,96,14,102,329, $2.47 , $0.15 , $0.38 , $0.71 , $0.18 , $0.08 , $3.97 , $5.50 ,8,-24,17,24,25,,,,,,,,,,,
8973.42922.5750,1,1,2,34,64,8,32,13,65,216, $1.08 , $0.10 , $0.25 , $0.40 , $0.13 , $0.05 , $2.01 , $3.75 ,6,-6,28,20,48,,,,,,,,,,,
8973.42922.5764,1,1,2,28,62,14,63,14,124,305, $1.53 , $0.10 , $0.17 , $0.35 , $0.07 , $0.05 , $2.27 , $3.75 ,5,-29,16,22,14,,,,,,,,,,,
8973.42922.5778,7,1,3,24,31,17,50,14,95,231, $1.73 , $0.10 , $0.11 , $0.62 , $0.09 , $0.05 , $2.70 , $4.75 ,6,-13,3,21,17,,,,,,,,,,,
8973.42922.5799,3,2,2,41,102,19,30,18,93,303, $1.52 , $0.15 , $0.39 , $0.99 , $0.17 , $0.08 , $3.30 , $6.75 ,4,2,30,33,69,,,,,,,,,,,
8973.42922.5799,6,2,2,36,95,23,62,13,43,272, $1.36 , $0.15 , $0.59 , $1.53 , $0.20 , $0.08 , $3.91 , $7.75 ,7,1,17,40,65,,,,,,,,,,,
8973.42922.5799,1,2,2,45,75,17,23,13,96,269, $1.35 , $0.15 , $0.44 , $0.79 , $0.25 , $0.08 , $3.06 , $5.50 ,5,-18,25,38,50,,,,,,,,,,,
8973.42922.5813,5,1,1,52,59,7,65,16,75,274, $0.69 , $0.10 , $0.26 , $0.62 , $0.13 , $0.05 , $1.85 , $4.75 ,6,-6,17,40,57,,,,,,,,,,,
8973.42922.5854,6,1,2,40,51,19,48,13,29,200, $1.00 , $0.20 , $0.10 , $0.71 , $0.06 , $0.05 , $2.12 , $4.75 ,6,24,27,23,80,,,,,,,,,,,
8973.42922.5868,3,1,3,22,22,10,36,14,32,136, $1.02 , $0.10 , $0.10 , $0.37 , $0.06 , $0.05 , $1.70 , $4.25 ,8,19,19,21,67,,,,,,,,,,,
8973.42922.5868,2,2,1,32,38,18,58,22,47,215, $0.54 , $0.15 , $0.20 , $0.60 , $0.25 , $0.08 , $1.82 , $5.50 ,8,17,27,29,81,,,,,,,,,,,
8973.42922.5868,6,1,1,33,27,18,39,21,49,187, $0.47 , $0.10 , $0.28 , $0.71 , $0.05 , $0.05 , $1.66 , $4.75 ,9,14,12,26,61,,,,,,,,,,,
8973.42922.5889,5,1,2,48,22,6,41,13,37,167, $0.84 , $0.10 , $0.09 , $0.51 , $0.09 , $0.05 , $1.68 , $4.75 ,8,24,25,38,95,,,,,,,,,,,
8973.42922.5896,1,2,3,34,28,12,57,15,32,178, $1.34 , $0.15 , $0.24 , $0.59 , $0.20 , $0.08 , $2.60 , $5.50 ,6,17,25,22,70,,,,,,,,,,,
8973.42922.5931,4,1,1,77,39,23,42,23,46,250, $0.63 , $0.10 , $0.12 , $0.31 , $0.08 , $0.05 , $1.29 , $3.75 ,9,9,6,17,41,,,,,,,,,,,
8973.42922.5938,1,2,2,52,29,13,51,15,39,199, $1.00 , $0.15 , $0.35 , $0.62 , $0.15 , $0.08 , $2.35 , $5.50 ,7,22,22,32,83,,,,,,,,,,,
8973.42922.5951,7,1,2,32,27,17,51,11,32,170, $0.85 , $0.10 , $0.06 , $0.37 , $0.11 , $0.05 , $1.54 , $4.75 ,5,25,3,35,68,,,,,,,,,,,
8973.42922.5993,6,1,1,42,51,12,48,24,25,202, $0.51 , $0.10 , $0.26 , $0.56 , $0.11 , $0.05 , $1.59 , $4.75 ,7,20,29,30,86,,,,,,,,,,,
8973.42922.6111,5,2,3,31,20,9,34,12,36,142, $1.07 , $0.15 , $0.36 , $0.94 , $0.29 , $0.08 , $2.89 , $7.75 ,5,12,13,7,37,,,,,,,,,,,
8973.42922.6125,6,1,2,37,27,10,75,12,39,200, $1.00 , $0.10 , $0.20 , $0.74 , $0.12 , $0.05 , $2.21 , $4.75 ,6,19,16,34,75,,,,,,,,,,,
8973.42922.6139,6,1,1,32,30,15,41,23,46,187, $0.47 , $0.10 , $0.13 , $0.59 , $0.09 , $0.05 , $1.43 , $4.75 ,9,6,27,22,64,,,,,,,,,,,
8973.42922.6174,3,1,1,40,47,11,45,22,53,218, $0.55 , $0.20 , $0.11 , $0.30 , $0.13 , $0.05 , $1.34 , $4.25 ,2,17,25,16,60,,,,,,,,,,,
8973.42922.6174,3,1,1,33,46,12,66,19,40,216, $0.54 , $0.10 , $0.17 , $0.45 , $0.11 , $0.05 , $1.42 , $4.25 ,7,15,21,15,58,,,,,,,,,,,
8973.42922.6181,1,1,2,40,35,13,26,8,24,146, $0.73 , $0.10 , $0.09 , $0.33 , $0.16 , $0.05 , $1.46 , $3.75 ,9,20,19,35,83,,,,,,,,,,,
8973.42922.6181,2,1,1,52,26,16,42,20,55,211, $0.53 , $0.10 , $0.12 , $0.23 , $0.06 , $0.05 , $1.09 , $3.75 ,8,13,21,38,80,,,,,,,,,,,
8973.42922.6194,6,1,2,30,41,14,40,12,33,170, $0.85 , $0.10 , $0.27 , $0.68 , $0.14 , $0.05 , $2.09 , $4.75 ,6,17,28,6,57,,,,,,,,,,,
